label,g__Turicibacter,g__Parabacteroides,g__[Ruminococcus],g__Sutterella,f__Peptostreptococcaceae_g__,g__Ruminococcus,g__Veillonella,g__Bacteroides,g__Eggerthella,g__Faecalibacterium,g__Coprococcus,f__Lachnospiraceae_g__,g__Neisseria,g__Haemophilus,g__Blautia,f__Enterobacteriaceae_g__,g__Klebsiella,g__Dorea,g__Dialister,g__Anaerostipes,g__Phascolarctobacterium,g__Staphylococcus,g__Actinomyces,f__Gemellaceae_g__,g__Akkermansia,g__Oscillospira,o__Lactobacillales_g__,g__Adlercreutzia,g__Odoribacter,f__Clostridiaceae_g__,g__Prevotella,g__Roseburia,g__Lachnospira,o__Clostridiales_g__,g__Granulicatella,f__Erysipelotrichaceae_g__,f__Ruminococcaceae_g__,g__Clostridium,g__Streptococcus,g__Aggregatibacter,g__Fusobacterium,g__Conchiformibius,g__Bifidobacterium,g__Collinsella,g__Holdemania,g__[Eubacterium],f__Rikenellaceae_g__,g__Bilophila
s368_no,1,722,277,546,23316,61,117,4499,1,2653,134,1285,1,65,186,40,2,151,724,60,90,1,6,3,31,18,2,1,3,158,3861,446,7,1501,6,144,788,1,322,6,4,1,113,27,10,3,87,62
s369_CD,1,432,1638,6439,2,30,111,27951,1,5253,15,5274,1,24702,132,32,3,64,2,1,1,9,7,4,3,325,1,1,75,2,1,11,2,381,6,1474,891,8,20,5,48,4,12,2,1,1,10,173
s370_CD,1,1489,4535,3179,43,90,1176,70985,50,29893,1026,8376,5,1229,767,3164,5,352,5694,1,1,2,5,15,4,277,1,1,208,24,2,433,758,5325,53,2874,2623,1,129,521,65,151,9,7,240,443,222,2
s371_CD,1,3162,85,1648,6,522,19,20480,1,2744,107,2266,1,69,295,72,4,112,11,3,1,1,9,2,2564,190,2,2,114,1,24837,266,168,1953,1,462,611,35,40,6,11,2,97,35,3,4,1673,678
s372_no,1,2849,872,2814,115,477,72,43084,12,5767,510,4726,1,25,432,7,2,236,9,121,11,2,12,21,31,365,2,1,3,38,182,472,182,2784,4,1590,2970,36,37,2,15,1,11,1,21,59,352,182
s373_CD,1,390,224,2905,10,20,18,23804,40,1480,206,1174,2,552,205,103,2,69,254,1,3,13,3,9,6,625,2,1,242,3,8,26,1,634,3,75,899,2,21,42,15,4,12,10,25,2,289,846
s374_CD,1,1438,4441,9645,6,164,271,42091,37,14739,195,5034,5,186,504,3893,4,575,1234,1,455,1,68,49,11,167,2,1,3,8,9,2385,3,1487,30,1905,1826,8,400,1151,259,2,145,3,30,75,430,1164
s375_CD,1,438,1803,64,39,35,290,19692,3,6725,246,4409,1,160,247,31,3,408,23,1,4,1,27,12,36,9,1,1,1,147,1,8,11,755,41,333,1255,25,198,47,33,1,80,1,1,27,6,1
s376_CD,1,3163,469,942,20,39,2,5393,1,978,26,901,5,41,40,2609,1,222,2,2,192,3,6,2,1,170,1,1,153,11,1,47,7,217,1,75,350,1,58,1,105,1,6,1,2,16,3327,1
s377_CD,1,922,1087,1347,2,20,49,15723,7,969,29,467,1,667,2,3489,1,38,3,1,507,1,27,151,128,94,1,1,85,1,3,36,1,8,25,56,243,1,101,150,2337,269,12,17,1,1,496,1122
s378_CD,1,175,372,593,6,15,37,8393,22,1088,90,832,1,35,128,135,2,176,111,1,2,4,1,2,2,218,1,1,1,11,2,85,7,307,1,551,219,3,18,1,9,1,5,1,29,17,286,113
s379_CD,1,4249,2054,210,3,21,247,57673,116,15559,13,2538,201,1249,145,18,5,18,25,1,570,22,21,284,1,487,1,1,27,5,4,12,1,75,66,1924,235,1,288,34,1700,451,10,1,1,161,59,1820
s380_CD,1,7125,143,8602,15,2,982,33380,1,3421,2,1919,1,3859,3,2695,2087,28,13,1,73,1,1676,45,33,15,1,1,167,1450,4,34,2,66,812,23,1291,451,567,2,4206,134,2,1,1,2,3,14
s381_CD,1,1590,407,1214,4,9,80,17671,1,2056,47,1077,4,783,10,2286,3,104,1768,2,1,10,1,1,6,405,3,1,449,1,3,29,1,72,8,22,506,3,14,41,303,59,5,10,4,14,722,709
s382_no,1,629,503,1525,3,66,11,22390,2,4133,463,2904,1,116,200,82,1,121,5,2,626,4,3,2,2,97,1,7,33,1,1894,976,46,1207,3,386,585,1,48,1,12,2,242,1,16,10,109,201
s383_CD,1,1668,559,4313,41,38,543,24422,5,10381,167,2144,13,3502,334,1304,1,168,1236,1,5,1,19,22,4,1441,1,2,337,20,2,37,54,1092,40,91,1633,6,126,293,71,4,118,39,15,6,2,2
s384_no,8,69,1606,62,106,53,27,3709,1,1236,206,2954,1,37,221,7750,1,104,37,1,10,13,15,1,1,41,1,1,1,949,1,200,420,175,9,1412,265,250,28,1,4,1,1,13,11,16,160,89
s385_CD,1,890,423,3581,1,12,65,18629,1,2730,52,1348,43,602,52,24,2,53,1,4,2,1,6,17,1,1084,1,1,22,1,282,523,2,569,16,149,664,1,205,18,39,1,1,1,1,1,961,15
s386_no,6,6042,541,1312,35,3,147,4524,1,15,119,889,1,110,143,1179,1,1,1,1,1,15,2,1,4,13,1,1,1,118,2,9,1027,666,1,293,59,1,111,1,1,1,6,1,1,4,1,1
s387_CD,1,685,327,1121,2,8,8,5014,1,2075,3,311,4,35,2,369,1,429,1,1,1,1,3,34,2,11,1,1,1,1,1,2,1,2,8,48,24,56,60,3,23,1,7,1,1,1,2,1
s388_CD,1,3,12,2,1,2,1,17257,1,21,2,95,1,3,2,8364,2164,5,1,1,1,1,1,2,1,1,53,1,1,1,9,1,1,9,19,1,6,1,3,2,3,91,2,1,1,1,1,1
s389_CD,1,5322,355,7515,1,38,23,33302,1,3747,211,5112,1,25,233,3427,3,340,1,4,151,1,1,4,5,1129,1,1,123,1,1,41,5,461,1,184,894,2,6,2,4,6,9,53,10,61,1106,2223
s390_no,2,4513,435,3802,139,638,24,24547,1,5348,962,4800,1,78,616,38,2,143,1833,113,995,41,1,1,210,242,1,3,203,41,4239,1920,1060,2180,1,476,3262,184,34,5,9,1,781,93,39,3,1049,345
s391_no,1,1230,36,240,1,6,64,20821,9,749,87,565,1,261,153,540,3,36,220,5,1,3,3,6,76,241,1,1,224,1,584,243,7,206,10,12,1005,1,45,9,5,1,12,1,21,53,698,591
s392_CD,1,587,282,2388,1,1,416,14363,1,16,2,1256,4,2608,225,3255,6,4,5,1,2,1,15,14,2,168,1,1,1,1,1,2,1,195,34,146,221,1,293,49,1380,1,3,3,8,18,2,4
s393_no,1,1407,338,23,108,10,246,9830,4,4699,146,1309,12,106,148,455,1,55,14,1,92,5,52,6,2,179,1,1,18,58,3,184,35,514,90,75,549,2,440,3,17,1,3,18,1,7,11,1
s394_CD,1,3895,335,604,6,37,201,23700,16,41,1,2244,22,263,132,1541,2,83,3,1,1,12,69,24,2,138,1,1,1,5,3,3,2,591,35,90,421,1,288,2,20,1,27,6,46,37,979,2
s395_CD,1,192,324,722,1,24,101,12955,1,1277,1,1314,1,27,4,2012,2,62,2,1,4,10,1,7,375,101,1,1,10,2,1,11,1,93,6,23,94,1,11,114,72,18,7,1,7,1,77,206
s396_no,1,128,782,147,94,16,166,25041,13,809,39,3060,79,364,136,5509,2,695,45,1,7,1,35,35,4,100,2,1,10,32,5,15,5,131,28,275,101,1,220,19,214,1,2,1,6,14,5,3
s397_no,1,989,441,823,408,16,63,17880,14,987,120,920,2,773,478,12,2,197,6,1,72,1,17,7,3,76,1,1,18,140,6,195,8,193,13,57,433,1,101,4,28,3,1,2,9,25,431,80
s398_CD,1,6,289,1047,12,9,26,9826,6,7547,6,486,2,3382,139,1923,123,501,16,1,117,8,1,1,2,250,1,1,2,6,3,46,1,220,1,15,397,1,9,22,64,13,19,15,37,8,398,13
s399_CD,1,3,7,5,4,1,1,1986,1,14,9,18,1,10415,1,102,1,1,13,1,1,4,4,20,1,3,1,1,3,1,1,1,1,2,2,19,5,39,169,888,13,2,1,1,1,1,3,1
s400_no,1,4,11286,12,2474,1,2136,101,1,27,2,38,11,17176,7,37864,1541,12,2,1,1,2,21,62,2,365,164,1,2,5806,19,10,1,8,47,17,4594,384,146,10,30,60,517,1,1,1,20,2
s401_no,5,1566,1478,683,92,280,147,9348,10,11360,329,2110,483,404,180,183,14,86,404,1,2,8,23,78,5,89,1,3,20,185,5,172,2,1967,80,1177,847,2,298,50,319,2,362,19,43,435,622,133
s402_no,2,201,540,135,332,23,70,10772,1,287,703,1993,10,4872,427,5812,24,283,16,1,11,1,23,13,2,27,1,1,8,110,3,603,729,690,19,294,24,3,225,16,154,7,3,1,1,20,112,4
s403_no,2,549,949,11,43,18,9,14611,2,5092,95,1022,1,174,527,85,21,122,851,4,2,6,1,17,2,135,1,1,1,16,10,73,30,357,9,121,999,4,21,68,107,11,3,1,4,4,2083,2
s404_CD,1,843,453,3483,4,98,273,16510,5,1775,29,1268,1,1286,30,6,1,122,2570,1,3,2,1,22,5594,124,2,1,2,2,1,1,2,166,13,7,455,4,71,3,10364,4,1,3,2,3,1484,2
s405_CD,1,221,190,6028,1,6,47,25578,1,5026,79,1097,1,5399,3,8261,2,29,1450,1,1,6,3,12,12,12,1,1,1,1,5,5,3,151,14,765,406,1,69,23,356,1,48,1,1,1,6,33
s406_CD,1,4,9,5,2,2,5,3657,2,3267,36,3402,1,3153,15,3149,11,23,9,1,1,7,1,1,3,5,1,1,1,1,1,15,1,143,1,13,384,1,7,2,1,1,1,1,3,4,64,1
s407_no,1,7,4686,10,633,2,762,53,1,7,2,32,2,5587,3,25014,1167,3,2,1,1,1,8,27,1,108,53,1,1,1824,3,4,1,3,17,2,1409,116,29,3,1,28,241,1,1,2,3,2
s408_no,1,152,172,23,1,796,5,1853,1,15919,161,3650,1,13,566,8,1,105,2,16,23,3,3,1,1,214,1,6,31,1,12575,1756,27,5838,1,27,2338,2,21,1,5,1,60,24,63,67,675,306
s409_no,1,229,318,3,12,949,5,2163,5,16020,231,5516,1,6,1346,35,1,93,1,15,10,1,3,2,1,243,1,6,20,2,10380,2990,3,9173,10,57,3839,5,56,1,1,1,88,26,30,95,601,311
s410_no,3,1182,877,1711,2,87,2,24796,1,6952,618,4459,1,2,458,11,1,421,1,3,1,1,4,1,2,542,1,10,451,1,5,827,1,2935,1,847,1154,25,3,1,31,1,35,1,211,667,4605,794
s411_no,1,23,391,61,213,3,81,10377,1,6811,1439,1391,3,1837,398,16461,1,18,1,3,11,14,1,7,10,1,1,1,1,57,2,513,513,318,13,567,89,15,99,365,34,1,30,9,1,1,15,12
s412_no,1,919,1115,1858,124,8,8,15912,1,4374,210,1627,1,45,270,9,1,201,1,9,1,1,1,6,1,68,1,1,10,19,31,1324,596,1954,21,1263,579,1,5,5,404,2,44,16,27,326,1,136
s413_no,7,1415,554,1073,50,170,1,7337,6,3763,181,1047,1,12,564,1461,1,305,1,41,1,1,1,1,1,268,2,1,199,1,337,258,32,1413,17,42,517,1,23,1,17,1,78,102,3,2,355,90
s414_no,1,593,1661,7122,75,295,55,21973,6,7653,348,4280,1,250,229,548,1,358,426,1,1,1,4,1,291,151,1,3,111,16,1,378,107,3536,5,630,732,9,58,17,65,1,155,32,69,2,669,182
s415_no,3,273,2683,3657,153,228,45,17051,9,4853,347,4652,1,189,233,11007,1,181,246,1,1,1,9,4,149,230,3,1,59,552,2,332,89,2614,1,755,548,10,40,1,74,1,77,10,16,16,259,94
s416_no,1,61,2819,82,20,20,6,17876,2,1560,92,2102,4,611,61,3199,1,280,491,1,1,1,3,4,1,91,1,1,26,87,2,38,1,794,5,532,399,195,31,47,9,18,25,58,16,77,5,145
s417_no,17,852,6289,7725,642,231,899,34281,10,8176,688,4814,1,2348,410,1197,1,140,1347,20,2,1,14,9,2,118,1,8,10,848,1956,1841,197,5320,21,1819,2393,344,294,33,79,1,1169,190,68,317,387,394
s418_no,7,2704,325,1385,132,981,9,11193,2,5109,599,2869,1,37,315,161,1,54,449,37,1,5,1,1,1,205,1,1,467,5,2,1678,196,2103,1,99,3167,31,14,1,17,1,115,13,7,4,1128,118
s419_no,1,315,1096,1849,2809,9,55,7246,1,8089,147,4310,1,1056,1193,178,1,286,1,1,101,1,17,1,11,37,1,1,20,590,1,269,1,845,17,673,900,1,79,1,13,1,18,13,6,21,146,3
s420_no,1,3693,341,1405,149,2373,225,10004,1,2253,212,1729,1,273,562,12,1,112,1365,73,50,1,15,1,1,365,1,8,60,8,4905,639,117,1518,30,59,1110,43,411,50,3,2,195,5,25,1,680,122
s421_no,14,9127,4109,2137,196,1430,11,44390,59,4685,283,4203,1,37,1434,165,1,172,2969,551,1,1,34,7,1,2419,1,1,403,30,1,861,1,2892,4,900,1227,48,27,3,5,1,20,1,330,1606,3967,1314
s422_no,43,6128,805,1470,67,711,2,25749,9,1873,72,2307,1,27,396,20,1,138,531,564,1,1,7,4,1,450,1,1,169,11,1,278,1,1197,1,275,305,24,19,1,1,1,16,1,91,60,1993,601
s423_no,1,1059,401,272,292,350,12,14260,1,1404,351,2050,1,73,377,75,1,58,573,5,1,1,4,34,1,386,1,5,28,3008,3,4446,55,765,31,379,2025,25,217,5,7,1,50,4,6,253,1506,242
s424_no,1,8,1149,2297,316,1114,3,22183,8,174,46,3690,1,5,839,13,1,1,887,1,1,1,1,2,1,557,1,1,1,50,1,1725,1,1474,1,241,2382,41,16,1,16,1,84,1,119,114,1,2
s425_no,1,5,65,1650,1112,86,251,14186,7,101,3,3809,1,118,25,2824,1,11,122,1,1,1,1,5,1,74,1,1,1,170,15,686,1,637,11,2122,1635,1,37,1,181,1,1,1,1,66,1,3
s426_no,1,4,112,2858,2175,189,473,16782,17,261,4,5982,1,320,39,4690,1,27,207,1,1,1,4,3,1,117,1,1,1,349,1,1801,4,1258,2,3695,3707,1,64,1,217,5,1,1,1,167,2,1
s427_no,1,719,2733,71,50,15,286,18653,1,5707,603,10375,39,634,899,8517,4,231,34,1,1,1,4,53,1,14,1,4,14,7029,1434,4948,9,6209,29,1419,2308,1964,210,209,4026,29,90,15,28,1,1,112
s428_no,2,1572,271,32,43,4821,38,24318,5,774,178,2523,2,2043,933,873,1,157,1,1,386,7,2,1,1,332,1,4,1,1465,68,531,315,432,3,217,2729,18,342,9,10,1,4,3,53,367,2,280
s429_no,1,401,1327,341,19,29,9,25681,2,3658,145,4762,1,180,2966,5,101,108,3,1,1,1,1,13,1,119,1,1,7,231,1,253,7,3050,9,2061,1561,6,15,1,12,1,109,270,37,3,26,25
s430_no,2,224,347,124,126,10,45,16569,8,374,387,1657,7,8068,349,7558,36,406,1,1,30,1,5,9,1,30,1,1,25,22,3,505,735,658,3,388,56,2,108,13,159,10,1,13,1,42,93,92
s431_no,1,1686,2591,14,14,506,439,16185,8,3106,401,6105,1,688,705,4,1,148,13,32,1,1,6,1,1,132,1,1,1,2,738,52,76,1132,72,3495,731,1,104,9,166,11,76,1,12,750,424,876
s432_no,1,5403,499,1932,4,41,8,19847,1,5307,536,2916,4,19,282,6,1,171,1,417,4,1,2,21,502,35,1,1,9,3,690,1627,461,1142,1,262,638,1,21,12,2,1,23,1,21,1,5,63
s433_CD,1,1787,1770,6593,4,20,2,37323,3,1152,257,2611,1,72,319,1732,46,108,1,1,98,1,5,4,1,14,1,1,51,42,3,13659,1,817,10,1753,235,1,17,14,6,1,178,1,11,376,95,11
s434_CD,1,8667,2049,8776,73,154,262,47031,12,12825,345,10168,14,277,921,1993,2,176,44,10,2,1,15,2,15,481,1,1,3,19,1,83,6,905,2,43,6204,3,50,64,97,4,869,1,29,26,5,39
s435_CD,1,48,35,6,1,1,11,206,2,97,21,66,1,45,7,42653,1,1,1,33,1,1,9,40,1,12,1,1,1,1,19,2,1,124,13,30,29,1,48,1,2,1,72,8,1,1,1,10
s436_no,1,2196,105,915,9,15,17,26488,7,4693,741,5362,1,98,255,275,1,406,2,1,1,1,5,6,1,110,1,1,323,20,4,481,52,619,8,135,1743,2,69,2,2,1,41,2,13,2,1211,31
s437_no,10,510,206,2661,29,37,73,25330,1,2739,165,2970,1,86,228,7520,1,148,9,1,3,1,1,4,4,308,1,1,244,68,240,700,13,416,8,618,568,162,58,5,39,5,64,15,11,18,372,20
s438_no,1,270,53,989,1,17,186,19274,1,1208,3,390,286,15208,3,16,1,1,65,1,1,10,13,91,9,8,1,1,25,1,5,3,1,8,71,399,52,1,503,1411,3767,102,20,1,1,1,46,29
s439_no,1,1,418,6,65,11,4,16860,3,231,1,2005,1,9,47,9015,1,3,1,1,1,1,1,1,2,1,1,1,1,1575,3,5,1,90,3,829,215,2176,6,1,32,4,4,1,1,3,5,50
s440_no,1,3,410,7,119,1,1,18073,12,72,1,1634,1,60,12,9738,1,6,1,1,1,1,1,1,1,2,1,1,2,1125,2,5,1,74,1,577,127,1682,86,2,8,3,1,1,1,1,1,76
s441_no,2,3,667,2712,1128,27,4,1501,1,4617,264,819,5,172,148,3309,1,232,1,1,1,4,2,15,1,5,1,1,1,1141,14,308,4,1331,7,1729,399,6,91,19,11,1,50,62,1,8,2,1
s442_no,1,1385,244,414,29,6,18,12505,1,1599,115,1844,1,121,439,603,1,52,1,1,28,7,1,14,1,51,1,1,45,2,38,441,24,480,1,327,373,1,101,12,141,1,4,1,12,15,67,13
s443_no,1,1793,295,1574,4,141,23,11224,1,1085,375,1670,9,70,292,88,1,97,184,2,197,24,5,6,180,266,1,3,160,1,1560,445,89,893,1,139,810,13,45,1,13,1,7,11,6,2,394,111
s444_no,1,807,732,976,358,28,28,9086,1,175,4,689,1,1507,7,867,1,2,28,1,174,26,13,11,1,2,1,1,88,106,1,503,1,101,32,137,84,810,81,4,811,1,1,1,15,1,171,1
s445_no,1,16,997,345,310,1,23,1534,1,123,2,266,1,1078,9,152,1,121,1,1,1,1,1,25,1,1,1,1,1,223,1,18,16,159,16,62,73,1423,39,32,190,15,1,1,1,1,18,17
s446_no,7,3587,486,229,28,45,30,17676,1,1528,352,7607,1,34,2022,239,1,218,708,29,5,4,1,1,1,489,4,1,7,1,2,745,900,6212,2,94,2065,50,46,1,23,1,4,1,58,155,468,91
s447_no,1,1009,291,2827,14,4,25,6543,1,1446,206,2031,1,7,167,202,2,137,2,9,1,1,2,4,1,128,1,4,98,2,4204,323,62,1279,2,9,569,3,29,2,1,1,6,1,31,1,141,7
s448_no,1,1762,197,3053,13,14,9,9571,1,1539,241,1930,1,8,160,251,5,91,1,10,3,1,1,1,1,207,1,4,286,5,5806,406,78,2068,4,5,626,3,16,1,20,1,3,1,40,3,337,6
s449_no,1,1414,305,1994,1,565,10,11646,1,3742,367,1087,1,45,239,47,1,121,1,15,1,1,2,23,129,59,1,2,61,2,7554,1167,22,367,15,90,747,17,141,8,1,1,77,5,28,5,41,121
s450_no,1,195,918,1879,45,15,33,14952,15,525,153,1395,5,1880,45,771,1,1610,1,1,21,4,11,11,1,22,1,1,1,3,1,7,76,1687,4,159,410,1,31,160,206,1,154,68,19,35,5,314
s451_CD,1,44,82,37,22,540,1,459,1,704,158,582,1,2,581,29,2,60,149,9,1,16,63,26,102,10,66,7,4,23,2,10,10,193,141,30,289,5,17231,1,11,1,96,7,5,4,18,5
s452_CD,1,888,1043,3717,50,32,28,18121,33,3141,276,3809,13,4427,679,5824,1,137,6,1,647,1,6,3,1,941,1,3,1887,8,6,444,109,1559,10,130,2958,60,42,2039,175,31,48,25,25,14,2558,1254
s453_no,2,1,217,1,29,20,71,10182,3,740,112,1707,1,433,754,73,1,17,1,1,238,1,1,1,1,80,1,1,1,6,1,1,39,178,1,131,250,1,4,3,5,1,20,1,10,91,15,1
s454_CD,1,6,70,2,2,7,2,14858,4,820,98,737,1,426,111,112,1,30,4,1,1,1,2,2,1,318,1,2,1,7,1,32,10,442,2,102,329,16,5,97,1,2,4,7,1,1,653,2
s455_CD,1,36,15,17,1,1,179,204,1,28,1,5,54,2076,2,9224,1,1,2,1,1,1,10,6,1,3,1,1,1,1,1,1,1,1,12,2,39,1,109,234,78,5,1,1,1,1,3,5
s456_CD,1,220,171,345,2,4,26,3669,1,215,10,419,69,593,62,5,1,17,480,1,1,1,1,1,1,212,1,1,32,1,1,1,1,40,4,114,30,1,32,181,103,1,3,1,1,18,99,1
s457_no,1,1095,475,123,9,64,53,13014,1,5021,281,2347,1,261,203,45,1,147,2,2,6,1,16,3,1,198,1,9,1,3,4185,941,9,1459,12,202,707,7,79,8,23,1,84,38,38,62,663,433
s458_CD,1,4,2,1,1,1,489,5629,1,10,1,4,2,4530,1,262,1,2,567,1,1,3,1,1,1,1,18,1,1,216,2,38,1,2,1,1,398,226,2,668,1013,1,1,3,1,1,1,4
s459_CD,1,1,55,815,1,6,5,1144,9,1699,14,324,6,23,58,1096,1,31,47,1,1,3,1,1,1,16,2,1,28,1,1,12,2,70,3,7,175,1,2,2,8,7,1,8,1,1,24,27
s460_CD,1,11,63,1,2,1,1,145,1,7,11,36,1,934,1,8051,1,2,8,1,1,1,1,1,1,1,1,1,2,91,1,1,1,2,1,55,15,1,1,83,1,1,25,1,1,5,1,8
s461_no,2,95,253,32,24,29,11,1029,3,165,50,979,2,29,124,972,6,114,22,7,1,2,1,2,1,13,1,1,3,12,81,85,174,293,6,165,98,1,12,2,9,1,14,2,4,73,26,6
s462_CD,1,625,1210,3,1,21,6,9,14,1,28,166,5,812,42,972,1,527,2,1,1,1,1,3,1,54,1,1,1,1,2,2,9,216,24,301,320,2,102,1,4,1,18,1,1,1,1,1
s463_CD,1,87,128,317,2,6,25,2628,1,1385,16,1046,26,214,7,204,1,21,1,1,1,1,1,3,1,77,1,1,1,5,2,1,1,195,1,60,263,1,24,2,58,1,2,1,1,3,98,1
s464_CD,1,2,3,133,1,1,376,5913,1,8,1,432,9,35,1,1489,11201,1,1,1,1,1,2,3,1,1,1,1,11,1,1,1,1,2,1,2,182,1,4,6,2101,109,1,1,1,1,2,352
s465_CD,1,431,160,1968,1,32,156,10200,9,1604,13,621,55,855,1,18,3,56,1095,1,1,2,5,18,5362,80,1,1,2,1,2,1,1,63,3,2,200,1,55,16,2265,1,1,1,1,1,1483,2
s466_CD,1,40,19,853,1,1,8,3956,1,1091,6,94,20,707,2,1022,2,4,98,1,1,114,3,11,1,5,1,1,1,1,1,1,1,3,2,68,129,1,11,5,8,5,16,1,1,1,1,1
s467_CD,1,687,312,1462,39,1327,4,13888,1,2332,2,1852,11,18,868,30,1,2,14,1,621,1,2,5,1,333,2,1,372,7,2,891,33,162,3,508,1859,1,8,4,6,1,1,1,85,69,2954,379
s468_CD,1,1,1263,6,47,7,36,1807,5,24,125,2116,26,119,24,7869,49,61,2,1,448,2,2,8,1,1,1,1,1,13,2,2,151,356,2,104,210,1,23,6,9,1,1,71,1,9,19,1
s469_CD,1,1919,196,1455,1,33,27,16384,15,3779,9,1964,52,146,23,3253,2,202,4,1,191,1,3,16,1,681,1,1,1,1,2,1,6,395,3,29,322,1,12,13,110,223,1,1,2,5,795,544
s470_CD,1,1771,730,6295,1,15,29,24544,4,3034,219,3641,31,79,71,874,1,234,12,1,1,1,7,10,1,1713,1,1,575,1,1,15,8,676,5,1203,1663,1,27,16,80,3,8,83,36,28,927,893
s471_CD,1,2264,9,4,1,2,4,354,1,14,1,53,15,77,439,14213,2145,9,1335,1,1,3,2,5,2,869,211,1,1,1,1,1,1,11,2,2,16,3,8,3,4,87,1,5,1,17,1,1
s472_CD,1,77,184,313,1,13,51,4863,6,531,7,559,12,54,24,884,4,13,3,1,1,2,1,3,142,71,2,1,4,1,1,7,1,40,1,30,70,1,4,39,29,22,9,1,1,1,45,148
s473_CD,1,201,302,492,2,2,260,10147,1,2969,23,1187,4,199,16,1981,5,3,9,1,10,2,1,4,1,24,1,1,4,3,2,2,9,101,3,215,150,33,14,51,44,8,24,12,1,6,19,102
s474_CD,1,501,314,1840,1,9,57,13109,9,3845,7,709,13,813,3,4,1,31,6,1,128,1,5,7,1,62,1,1,1,1,1,2,4,56,8,657,288,1,15,5,6,54,14,1,1,3,21,410
s475_CD,1,544,612,646,7,49,118,7864,4,3263,41,581,11,1490,165,371,1,91,251,1,1,1,6,2,1,307,1,1,99,1,1,9,22,221,12,41,890,5,33,162,41,2,58,17,7,2,2,1
s476_no,1,327,23,661,36,92,22,1317,1,1737,149,416,23,26,108,73,10,69,1601,1,7,1,1,7,2,83,1,1,19,7,7108,241,229,305,3,2,525,5,7,3,8,1,73,14,18,1,270,46
s477_CD,1,1823,211,1912,10,2,8,11476,1,131,8,286,55,73,18,3106,5,51,2,1,1,2,5,12,2,143,1,1,91,284,4,6,1,85,3,177,95,1,12,13,24,1,2,6,5,1,38,22
s478_no,1,1624,266,364,5,15,9,19960,5,3845,30,918,45,43,366,42,2,70,3,1,376,1,3,17,1,226,1,1,1,2,4,28,182,400,3,289,176,19,21,8,43,1,22,7,1,39,902,1
s479_CD,1,1,776,1836,85,353,113,11110,1,1,1,474,5,9,1,425,5,1,1,1,1,1,4,2,1,202,442,1,1,329,3,1,1,214,2,42,66,99,6,3,6,1,54,1,1,1,1,1
s480_no,1,266,568,1,17,11,14,10275,1,6227,86,1154,9,304,415,802,4,157,1,1,51,1,12,4,1,72,1,1,5,6,4,46,1,197,1,293,570,1,29,25,32,1,1,1,10,21,13,124
s481_CD,1,769,804,1251,8,20,19,10402,2,5321,52,2614,21,86,52,146,1,318,1551,1,30,1,3,124,1,1007,1,1,382,3,1,64,1,577,1,289,720,10,14,12,209,1,75,73,42,4,269,338
s482_CD,1,209,275,1216,7,3,7,3678,2,5285,204,1103,17,50,566,7,1,82,124,13,1,1,2,4,1,32,1,1,35,2,8491,2,98,339,5,539,1079,11,8,5,10,1,171,63,4,3,40,253
s483_no,1,707,101,3548,1,12,11,8029,1,404,5,211,42,1762,7,16,3786,9,1,1,88,1,3,9,2,250,1,1,160,1,11,1,1,53,1,1,79,1,15,318,168,3,2,1,1,1,771,603
s484_CD,1,2,1,2,1,1,412,18,1,4,1,5,17,5429,1,118,6,1,1130,1,1,1,4,138,1,1,1,1,1,1,1,1,4,2,23,14,115,60,52,195,987,1,1,1,1,1,2,1
s485_CD,1,146,603,364,16,1,84,7513,12,7349,33,650,15,85,329,5555,1,69,8,1,3,4,5,9,1,4,1,1,2,14,1,1,130,55,1,418,339,14,19,12,5,2,1,1,1,7,20,1
s486_CD,1,209,783,883,1,10,3,8572,7,2604,85,542,10,46,102,2093,1,129,520,1,5,1,1,6,1,237,1,1,1,1,1,51,1,66,2,118,307,1,9,214,38,1,13,87,2,1,545,189
s487_CD,1,208,471,18,31,46,147,11416,1,3682,200,1404,11,951,136,4,1,65,23,26,1,2,5,13,1,62,1,5,1,14,3,32,6,474,5,143,1326,1,39,15,136,6,186,50,17,1,16,337
s488_CD,1,96,86,1324,6,1,111,6776,5,4921,3,1942,22,1158,6,949,1,348,167,1,1,1,4,7,1,139,1,1,1,26,2,64,1,158,1,134,363,41,16,339,414,36,6,1,1,3,2,355
s489_CD,1,32,52,476,1,1,19,2724,1,277,4,156,20,1026,14,6174,1,12,770,1,1,1,15,185,1,28,1,1,21,1,1,1,6,23,31,3,32,1,57,601,974,2,13,3,1,2,36,80
s490_CD,1,926,635,2814,1,7,31,18753,17,5586,68,3056,20,428,506,12,1,148,1,1,679,1,3,3,1,966,1,5,858,1,2,79,3,1248,2,7,1175,1,11,10,11,2,1,1,59,92,38,1
s491_CD,1,811,640,60,23,3,17,14256,1,1001,107,1010,37,43,491,486,2,169,2,1,84,1,4,9,3,41,1,1,3,10,1,3,8,101,2,525,218,1,20,5,17,1,56,1,2,136,36,1
s492_CD,1,106,1159,3,1,2,9,11434,1,2862,329,1327,27,56,177,191,3,187,590,1,35,1,5,5,1,11,1,1,1,1,6,495,8,631,3,1001,446,1,12,9,7,1,455,1,1,1,32,162
