day_of_life,g__Actinomyces_0,g__Bifidobacterium_1,g__Eggerthella_2,g__Bacteroides_3,g__Parabacteroides_4,f__Rikenellaceae_5,g__Staphylococcus_6,g__Enterococcus_7,g__Lactobacillus_8,g__Streptococcus_9,o__Clostridiales_10,o__Clostridiales_11,f__Clostridiaceae_12,f__Clostridiaceae_13,g__Clostridium_14,f__Lachnospiraceae_15,f__Lachnospiraceae_16,g__Blautia_17,g__Coprococcus_18,g__Dorea_19,g__Lachnospira_20,g__Roseburia_21,g__[Ruminococcus]_22,f__Peptostreptococcaceae_23,f__Ruminococcaceae_24,f__Ruminococcaceae_25,g__Faecalibacterium_26,g__Oscillospira_27,g__Ruminococcus_28,g__Veillonella_29,f__Erysipelotrichaceae_30,g__[Eubacterium]_31,f__Enterobacteriaceae_32,f__Enterobacteriaceae_33,g__Haemophilus_34,g__Pseudomonas_35,g__Akkermansia_36
278,2,253,66,11,0,0,0,0,17,204,48,96,302,151,271,56,2379,4629,224,1209,0,0,3825,4069,143,39,0,923,230,33,2906,770,645,2980,0,0,3
280,12,2515,0,22,0,0,0,46,0,0,0,0,140,53,80,0,172,0,0,530,0,0,4155,193,0,0,0,37,19,301,4983,187,68,449,0,0,0
282,0,262,0,2090,1356,69,0,12,0,9,187,6,0,69,60,0,851,87,82,92,1102,57,675,14,0,135,2,173,23,14,124,0,31,456,10,0,83
284,0,7581,0,6,0,27,0,6,0,0,0,0,0,676,0,0,0,1153,0,182,0,0,6882,38,0,0,0,0,0,702,11957,0,321,556,136,0,0
289,2,289,26,10,5,0,0,0,0,5,46,3,19,55,3,0,789,223,91,446,0,0,559,236,82,29,0,370,103,11,1151,139,562,437,0,0,0
289,31,677,88,29,0,0,0,12,0,33,592,14,191,1068,25,60,4889,3337,1280,1963,0,0,4566,3828,208,117,0,1003,400,27,4190,1439,2010,2078,4,0,0
294,0,225,0,0,0,0,0,8,0,0,0,0,8,3507,0,0,7,0,0,0,5,0,394,197,0,0,0,0,0,518,949,0,7701,48,0,0,0
300,0,637,0,0,11306,2,11,9,0,6,0,0,49,159,597,0,232,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,2079,1559,29,0,7
303,3,2265,15,0,0,0,0,0,0,139,153,0,8,407,0,180,117,527,0,0,3178,2902,2344,112,567,0,0,255,26,1490,2047,221,122,455,49,0,0
303,0,4145,11,13872,0,0,0,30,17,16,114,0,50,146,5,22,1365,41,103,101,2903,104,227,66,18,51,6686,147,202,173,580,42,62,233,10,10,0
303,11,3648,0,0,0,0,0,204,0,3,0,2,222,450,957,0,385,0,0,2013,0,0,5537,331,0,6,0,468,19,951,4507,600,466,271,0,0,0
303,7,3475,0,9361,0,0,0,7,6,8,120,3,14,11,0,25,937,553,303,252,0,2999,555,68,0,0,2,334,35,426,529,237,632,260,203,3,0
303,0,415,30,5354,0,0,0,0,0,29,142,0,9,127,31,0,1629,469,226,712,525,3854,645,66,0,23,5741,332,0,80,1224,39,182,8,416,0,0
304,0,4287,0,2361,877,0,0,10,73,26,0,0,11,27,143,16,11,13,0,316,0,55,0,0,0,68,0,23,24,857,433,0,158,661,0,5,0
304,5,930,0,11941,1427,0,0,0,0,306,122,0,17,0,0,1474,1316,225,365,257,0,24,1934,159,0,1392,1181,1001,120,5,779,38,347,103,0,0,478
304,0,3540,50,5975,0,0,0,0,10,176,171,61,58,50,0,0,255,61,0,945,238,0,1567,39,0,172,0,360,29,447,0,0,20,585,0,0,0
304,0,1762,0,6265,0,662,0,0,0,30,26,618,0,0,9,45,128,112,21,119,0,1839,51,56,33,19,3369,305,67,485,332,145,7,6,32,0,0
305,0,8006,0,778,18543,2,0,12,0,48,0,0,0,0,10,0,6,0,0,0,0,0,0,0,0,0,0,0,0,232,289,0,8491,0,0,23,0
305,0,3616,0,8496,0,0,0,0,0,197,69,0,0,0,274,58,2674,47,14,174,559,0,209,228,0,0,0,236,143,747,297,14,0,26,0,0,0
305,2,15173,0,2861,48,0,18,211,0,946,0,0,0,0,8,0,3,0,0,0,0,0,10,0,0,0,2,0,0,15,0,0,1482,3333,55,12,0
305,0,2982,0,0,0,1311,0,0,5,0,53,0,27,20,0,190,1633,648,251,416,250,0,954,118,3,386,2442,145,0,232,719,10,9,14,0,0,1335
305,0,3345,0,8978,1063,747,0,17,0,204,75,9,11,0,24,176,556,696,1019,35,35,254,309,231,0,20,1684,225,316,0,69,17,0,0,19,0,0
305,0,2009,0,10162,983,504,0,0,0,224,33,15,15,0,5,120,454,351,337,32,38,428,206,31,0,25,2558,823,49,0,243,27,0,4,4,0,2
305,0,2905,10,3288,0,0,0,0,0,358,14,0,14,160,230,333,2451,221,0,0,2028,0,698,148,0,45,0,216,4,499,828,126,84,81,345,0,0
305,2,2400,0,4098,481,74,0,0,12,13,0,0,0,0,0,47,144,106,185,0,0,0,244,12,0,0,666,0,117,25,143,4,0,50,8,0,455
306,0,579,0,9214,0,0,0,0,0,0,6,4,4,0,0,18,1027,397,30,108,67,33,244,64,0,15,2974,206,98,306,42,8,143,122,0,0,873
306,0,987,3,6675,0,0,0,0,0,3,6,0,0,0,0,13,811,161,5,132,21,46,236,59,0,0,5444,130,60,174,28,0,63,64,0,0,641
306,0,0,0,0,0,0,0,0,0,22,251,0,10,65,3208,38,1738,871,72,458,0,0,4000,870,0,38,0,216,218,106,813,73,128,1300,66,0,0
306,12,664,6,6947,8146,0,0,0,0,20,307,3,0,46,73,48,3059,2329,305,297,0,1109,474,446,9,283,5946,807,261,10,1279,7,0,69,46,0,0
306,0,22,37,7,0,0,0,0,0,0,40,163,50,470,244,18,3231,253,35,1133,0,0,1086,374,132,113,0,548,445,40,1017,956,24,590,3,3,0
306,0,4,0,0,0,0,0,0,0,10,97,0,23,80,6122,18,833,593,50,277,0,5,5595,617,11,40,4,210,162,33,1472,46,92,729,121,0,0
307,3,3260,0,8,0,0,0,0,14,73,13,0,997,459,307,0,302,187,105,0,3697,0,2935,606,0,0,8505,91,19,1102,1116,0,231,524,260,0,0
307,0,1949,0,4811,9,0,0,0,8,8,9,0,10,6,12,0,531,0,18,29,956,0,517,12,0,0,0,46,6,320,496,29,41,72,31,0,984
307,0,3245,0,8196,1137,0,0,10,93,76,81,0,0,8,0,51,262,23,95,13,217,0,246,82,0,230,4,272,36,1409,19,11,0,1291,0,0,1729
307,0,6256,0,6063,840,2,0,0,88,28,114,0,6,0,0,50,227,9,134,17,929,3,431,17,0,199,0,205,53,911,67,9,0,499,3,0,1502
307,0,376,7,13383,0,0,0,29,0,9,707,128,56,19,0,0,1735,512,21,0,0,1335,48,60,0,0,0,0,194,93,170,48,0,180,48,0,0
307,0,2138,0,7940,0,0,0,7,29,253,0,0,0,0,1012,0,881,0,0,66,0,0,4,66,0,0,529,0,0,716,0,0,38,1096,52,0,113
308,0,3,0,7,0,0,0,9,0,0,0,0,0,173,120,0,186,0,0,0,0,0,4393,547,0,0,0,35,9,454,0,210,2400,7251,174,0,0
308,88,10,0,6,0,0,385,10,0,441,0,0,0,0,1227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2512,0,0,7635,11,2952,0,0
308,3,3891,0,2105,74,0,0,0,892,238,11,0,31,605,9,3,18,77,44,352,34,562,434,38,0,109,172,12,4,1550,76,8,0,611,117,0,114
308,0,17,0,5404,0,0,0,9,0,70,65,0,0,0,13,0,727,0,10,78,0,0,668,50,0,17,0,86,0,142,151,0,230,790,0,4,0
310,0,2860,0,6128,413,0,0,7,0,20,24,325,91,386,0,0,1003,178,97,0,2679,1018,527,161,8,170,1325,49,9,283,730,19,24,0,284,0,5
310,0,118,0,12305,872,1788,0,0,11,112,120,10,0,40,0,21,845,246,151,0,488,990,210,47,35,208,0,417,728,363,192,291,177,6,7,0,224
310,0,2296,0,14780,1098,5,0,0,0,26,58,236,101,404,0,0,1194,324,208,0,4964,1847,536,275,18,258,2422,209,11,743,698,18,66,0,434,0,0
310,0,2650,0,4236,1578,441,0,0,0,0,32,7,0,43,0,12,318,244,52,287,30,0,533,104,0,67,2174,139,96,18,176,0,0,0,24,0,80
310,0,1401,0,4917,1869,370,0,0,0,0,9,0,0,100,0,4,113,134,323,37,115,0,172,258,0,83,1686,75,103,7,32,5,0,0,98,0,67
312,0,3390,0,6132,623,109,0,4,0,11,117,10,10,0,4,19,1067,53,190,73,785,377,399,52,0,956,0,470,58,16,142,14,158,47,20,0,136
312,3,676,0,11870,5,0,0,0,0,0,3,8,0,0,0,57,1016,201,19,214,8,8,440,29,9,13,4386,271,185,684,22,10,7,14,5,0,57
312,0,1178,16,7383,0,0,0,0,0,0,8,6,0,0,0,23,622,170,8,441,77,16,558,20,0,4,5643,188,211,653,65,25,0,4,0,0,23
315,0,3878,2,11,0,1382,0,12,0,14,4,0,0,24,1309,823,0,2136,0,618,0,0,2831,245,0,0,3,0,0,3140,3490,0,2495,1269,0,0,0
332,0,3085,9,8461,0,1418,0,0,0,19,26,584,12,0,7,45,209,337,546,322,0,2178,122,43,46,100,7013,877,176,417,254,238,0,8,21,0,17
333,0,1899,5,8433,0,0,0,4,0,12,32,0,0,0,0,10,883,489,113,20,436,0,159,34,33,1248,7377,77,145,11,136,13,32,0,28,0,0
333,0,5960,4,9233,11,19,0,0,1897,802,14,607,96,95,70,46,2155,493,138,84,2403,812,168,42,0,51,803,370,871,1094,452,26,141,161,746,0,0
334,0,0,0,0,0,0,0,55,0,0,0,0,0,15,125,0,643,0,0,0,0,0,4893,375,0,0,0,135,11,955,0,224,3475,3062,43,0,0
334,0,1097,3,3446,1487,0,0,0,21,34,0,11,0,55,0,73,439,148,69,0,347,0,114,54,3,78,1233,198,665,25,16,8,0,695,0,0,989
334,0,6850,14,13244,4545,0,0,0,11,71,13,56,0,51,5,201,3718,199,369,6,968,0,1019,57,4,539,3871,801,1549,31,447,68,0,3825,0,3,4680
334,0,2131,0,3393,0,0,0,0,0,17,116,0,5,103,0,0,1086,167,67,21,811,118,377,115,0,573,1240,23,0,24,418,28,0,91,63,0,0
334,0,1094,0,12600,537,670,0,0,0,15,88,55,0,40,9,81,951,323,290,0,494,2580,66,8,9,28,2537,477,108,22,7,6,0,0,53,0,0
334,0,1611,0,6995,304,315,0,0,0,10,58,47,0,86,9,55,709,161,281,9,534,3121,55,20,14,11,2580,174,74,0,23,5,0,0,29,0,0
334,0,2008,0,6029,0,0,0,0,0,365,0,464,0,62,49,17,1281,126,0,56,825,0,106,27,0,44,0,217,509,242,197,6,29,12,107,0,0
334,0,1471,0,11849,17,0,0,0,0,18,0,0,0,565,147,0,3058,6,0,138,10,0,97,111,0,0,8545,2,39,2056,272,0,36,112,1596,0,20
334,0,862,0,15681,0,0,0,0,0,17,0,0,0,947,182,0,3440,0,0,340,13,0,110,65,0,0,9077,0,50,6241,304,0,159,249,1528,0,22
334,0,8714,0,4,0,0,0,101,8,58,470,2,0,65,1382,7,0,1100,19,902,0,0,10436,87,0,0,0,541,0,181,563,20,482,447,46,0,0
335,0,42,15,7294,0,0,0,121,0,5,7,70,23,36,0,0,3189,2106,17,174,41,613,53,104,0,19,0,42,201,0,244,147,10,195,0,0,0
335,0,169,6,30229,0,0,0,59,0,48,188,2,21,0,70,0,3923,9,740,1320,0,0,4528,190,0,105,0,392,4,1953,207,0,919,5138,299,0,0
335,0,8772,14,1989,0,0,0,0,16,733,0,0,22,80,131,350,1772,171,38,13,2039,0,539,102,0,46,5866,120,0,1137,415,134,41,203,195,0,0
335,0,28,0,9692,0,0,0,12,0,0,44,83,6,18,0,0,1610,416,0,35,583,394,53,39,0,13,0,75,134,40,269,18,28,126,3,0,0
336,0,1371,11,7448,619,443,0,10,0,210,122,30,0,16,0,15,511,396,844,557,702,762,877,67,0,770,298,529,75,7,592,32,6,90,4,3,374
336,4,2101,33,9634,381,437,0,21,0,221,105,11,0,0,5,61,810,1204,1919,735,447,515,1765,35,0,1188,726,495,59,9,586,57,6,133,10,0,435
336,0,0,18,6,0,0,0,0,0,166,474,15,0,36,4337,14,2026,1572,0,752,0,0,11436,768,63,86,0,608,401,554,2200,141,156,433,749,10,476
337,24,4357,0,14,3,0,0,398,0,16,0,0,193,184,3143,0,444,71,0,1203,0,0,4277,1022,0,2,0,543,50,1186,3925,683,482,613,0,0,0
337,0,2100,0,5204,1489,807,0,0,0,47,41,19,0,20,0,8,376,250,107,230,16,98,312,60,5,349,4500,366,469,26,172,0,4,4,20,0,38
337,3,3308,3,4,0,0,0,13,3,667,13,0,86,248,72,213,1026,152,174,0,2698,2218,92,137,0,0,9107,107,4,1167,318,26,94,22,167,0,0
337,14,9486,0,8409,1413,0,299,37,56,61,12,0,0,0,4,0,33,7,0,40,0,14,357,43,0,40,80,36,17,602,48,0,83,1710,18,0,1363
337,0,3241,0,7949,0,2,0,0,0,1128,26,0,26,0,69,47,2125,9,16,440,194,0,1567,159,0,0,0,277,0,549,211,17,0,4,0,31,0
337,0,25,0,1323,1576,904,0,0,7,242,122,19,0,7,0,31,862,243,36,0,267,895,184,26,95,85,1159,99,27,22,91,310,0,0,0,0,257
337,0,6881,6,8351,0,330,0,0,0,43,10,0,26,43,31,81,3198,196,162,672,1696,224,5706,75,6,884,2921,375,8,384,351,49,0,65,46,0,0
337,0,2665,0,0,0,0,0,76,0,2,0,0,89,56,448,0,134,0,0,338,0,0,1976,119,0,0,0,232,6,461,2903,102,126,129,0,0,0
338,0,6968,0,0,0,72,0,23,0,402,133,0,0,0,133,17,0,1586,0,153,0,0,3100,0,0,0,0,0,0,1306,6802,0,258,98,52,0,0
338,0,545,3,14,0,0,0,0,0,25,518,0,20,75,1082,314,190,161,38,53,2243,4264,849,19,404,18,0,143,14,144,623,235,0,161,56,2,0
338,0,76,0,0,0,0,0,0,4,17,107,147,50,94,1497,71,3695,207,164,493,0,0,2214,246,22,138,56,271,228,12,1012,452,181,412,0,0,0
339,0,3185,0,3616,63,0,0,0,8,0,0,269,6,24,97,0,1988,174,226,0,3467,789,622,46,0,232,3299,64,4,177,337,11,8,1135,71,0,0
339,7,7019,0,0,0,0,0,0,708,3356,0,0,0,238,0,0,293,319,0,0,2670,0,276,32,0,5,0,0,0,1331,71,0,54,185,447,0,0
339,0,2137,0,4777,118,0,0,0,3,0,0,201,0,41,87,0,1558,256,191,0,3001,378,294,22,15,225,2151,139,3,494,162,6,10,671,31,0,0
340,0,3196,4,7,0,0,0,0,57,44,224,0,31,57,342,26,412,23,11,0,528,0,227,160,0,0,0,0,0,1070,74,29,48,90,0,0,0
340,0,4592,0,10524,870,21,0,0,0,614,37,3,0,77,0,110,185,1537,798,0,0,0,533,157,0,29,6174,0,37,41,101,6,0,39,347,0,45
341,0,9936,0,15385,1820,0,0,0,16,28,10,0,0,0,0,173,726,411,208,0,0,0,445,26,0,0,4175,0,29,1073,428,0,0,1641,16,12,0
342,0,9370,0,3396,128,0,0,34,0,553,0,8,0,7,0,0,17,83,12,0,0,25,2045,53,0,0,914,7,8,467,1168,23,0,610,0,3,32
342,0,1944,64,4245,0,0,0,7,0,130,94,0,21,17,0,23,263,114,0,149,103,53,964,29,0,526,0,808,72,170,0,0,23,413,0,0,0
344,0,591,12,10892,1421,0,0,0,0,6,163,27,0,0,0,819,1096,254,312,196,135,20,1027,189,3,456,5853,744,18,0,606,17,0,13,0,0,418
347,3,195,0,2848,1418,0,0,0,0,60,114,6,0,0,0,20,940,640,55,127,0,1449,67,61,0,65,962,126,494,0,350,5,1877,10,32,3,0
347,0,10632,0,669,21,0,0,0,0,2788,0,0,6,0,0,70,0,831,925,43,161,0,460,28,0,0,0,0,8,1904,32,0,220,64,781,0,0
351,14,231,3,4313,2587,0,0,0,0,223,180,0,0,0,0,26,1715,693,70,79,0,222,161,95,8,38,1830,311,234,5,1089,7,175,109,16,4,0
364,6,12593,7,4581,32,10,0,5,6159,160,22,83,0,47,0,0,994,85,79,63,1664,5315,1566,369,0,247,5854,4,42,2713,130,311,0,417,1041,0,8
364,3,9657,56,0,0,0,0,8,52,134,707,21,71,131,449,2927,662,464,0,317,1348,0,1993,430,0,0,0,659,14,432,1084,23,52,1024,42,0,0
364,0,1148,5,6077,2,0,0,0,9,454,63,0,0,125,0,241,275,2832,88,133,4863,1842,600,259,9,8,4045,86,1824,130,100,34,384,0,36,0,0
364,0,0,5,19,0,0,0,3,0,5,0,0,6,30,27,10,424,0,0,0,0,0,5368,105,0,0,0,327,24,1626,4755,360,4896,3954,18,0,3
365,0,108,0,3730,748,0,0,0,0,78,79,52,0,33,0,387,804,561,195,136,47,123,1071,130,80,301,3719,444,502,0,482,0,10,9,9,19,11
365,0,1869,4,8510,405,24,0,0,22,10,24,0,0,8,9,0,1190,207,87,46,227,0,1085,103,25,0,0,43,10,920,680,74,50,95,9,0,2740
365,0,819,0,6257,0,0,0,0,0,0,125,36,24,5,0,30,959,234,136,107,1035,846,170,131,0,985,2944,69,73,4,445,57,69,52,98,0,7053
365,0,1157,0,12007,871,109,0,0,0,5,13,0,0,9,0,71,431,486,220,22,43,0,241,15,0,19,3195,0,16,30,206,0,0,213,8,0,1224
365,0,5607,13,0,0,0,0,32,0,159,8,0,0,255,0,180,465,134,115,144,159,0,1087,78,0,112,3865,32,10,849,381,43,4,97,26,0,0
365,6,22,0,12,0,0,0,163,0,25,0,0,13,0,67,9,2111,229,0,570,0,0,4443,236,2,0,12,322,25,617,5320,498,239,997,0,0,2
365,6,0,0,30,0,0,0,166,0,392,0,0,142,62,547,0,1386,0,150,3082,0,0,2751,796,2,0,0,287,24,880,1366,1140,480,1741,526,0,0
365,0,1363,0,4647,236,209,0,0,0,6,64,108,0,10,0,124,739,488,260,0,217,990,195,10,34,19,5283,254,207,0,24,4,17,0,0,0,201
365,0,2149,5,7646,0,0,0,0,0,126,64,0,0,429,0,32,549,431,17,44,0,0,130,154,0,40,4783,78,43,16,430,43,0,32,71,0,0
366,0,3,9,13135,0,0,0,0,0,54,282,5,0,26,181,71,846,2017,31,267,0,0,301,116,0,71,0,162,147,0,180,34,0,76,24,23,295
366,0,7087,0,8,0,3,0,19,504,2187,220,0,255,46,37,0,3322,1321,18,0,6218,0,1152,194,0,0,0,0,17,1855,2687,44,96,1699,163,0,0
366,0,1911,2,4129,0,0,0,2,0,14,57,13,40,37,0,10,731,18,63,29,476,0,137,74,0,626,1252,85,53,67,98,13,70,353,4,6,0
366,0,1883,0,6925,869,160,0,0,0,13,84,0,45,0,0,0,0,0,0,0,0,0,350,9,0,0,0,0,0,1207,2,216,51,251,14,2,0
367,0,5209,9,8755,3,1009,0,0,0,16,25,0,0,0,0,0,544,159,234,985,0,457,687,709,23,26,4724,400,62,56,585,34,7,1061,69,0,0
367,3,1436,2,42330,4,0,0,28,4,670,0,10,0,1758,14,0,1022,0,0,171,0,0,2718,1663,0,0,4742,147,33,989,193,107,580,1533,65,0,23
367,0,1006,0,8802,0,0,0,4,0,498,0,3,0,138,0,0,695,0,0,48,0,0,1146,348,0,0,2702,69,21,361,214,49,82,301,13,0,3
367,0,1856,6,2,0,0,0,8,0,60,9,11,10,40,6,182,839,173,428,6,2503,349,151,194,17,46,1876,159,59,226,235,41,0,0,35,0,0
368,0,3455,2,4920,0,1028,0,0,0,23,133,6,10,65,0,78,1255,339,74,227,491,98,674,61,84,694,2408,154,8,125,203,14,0,44,16,0,125
368,0,5579,16,1185,0,0,0,0,61,151,13,0,217,861,14,113,1939,370,264,58,1106,711,690,518,0,74,2257,65,45,150,427,18,390,709,689,0,0
369,0,2258,0,0,0,410,0,10,0,64,21,0,0,0,73,0,840,1133,0,55,0,0,2010,0,0,0,2055,0,0,204,1154,0,66,211,13,0,0
369,0,298,10,32024,0,0,0,9,0,158,186,0,21,13,784,0,6282,0,275,480,0,0,2569,274,0,19,0,261,0,2135,1002,68,3719,2091,48,0,1110
370,0,519,13,0,0,0,0,0,7,165,398,852,413,332,736,76,2586,823,56,1415,115,33,3007,372,0,170,11186,623,968,184,1351,198,14,210,103,3,168
370,5,160,25,6572,0,0,0,0,10,475,286,0,205,62,0,534,521,2565,63,1324,89,4,1577,355,0,870,0,765,2506,41,0,0,125,1451,32,0,0
370,3,20,0,6567,400,0,0,5,0,0,27,0,0,0,0,33,67,0,11,0,0,0,930,36,0,3,0,8,0,454,2402,40,0,217,0,0,3116
373,0,815,0,0,0,0,0,0,0,124,220,0,0,89,195,193,295,86,36,168,3222,3907,939,125,595,57,0,307,75,172,1248,149,155,134,227,0,0
373,0,5,0,6440,1086,500,0,0,0,1648,213,16,0,101,0,8,2255,673,154,177,319,131,463,45,96,179,783,96,66,28,112,347,0,637,9,10,10
373,0,351,0,10235,530,202,0,0,0,18,37,18,0,725,0,29,694,692,470,148,193,1943,128,143,0,425,1403,25,357,0,88,4,0,0,61,0,0
373,0,422,0,5611,839,250,0,0,0,49,47,16,0,205,0,21,1294,263,325,120,239,5341,193,123,0,443,2072,151,245,25,244,16,0,24,88,3,0
374,0,2761,7,4159,1303,486,0,0,0,291,128,14,0,0,5,67,651,1339,235,314,89,2235,992,269,0,262,5018,163,317,55,1076,12,498,0,43,0,107
375,11,1151,0,11,0,4527,0,315,10,0,0,0,138,26,2491,0,31,53,16,342,0,217,0,91,0,0,0,386,135,58,2,523,732,0,0,0,5749
375,0,22,7,7306,0,0,0,35,0,0,137,232,0,6,0,0,666,712,23,161,23,571,39,56,0,0,0,131,250,23,301,196,48,1387,0,0,6788
375,3,25,4,9469,0,0,0,0,0,7,69,160,0,6,0,0,842,319,0,77,45,748,11,28,0,0,0,150,124,7,289,44,7,243,2,0,2433
378,0,2184,2,0,0,0,0,0,0,25,0,0,0,4,11,3,216,74,0,13,13,0,381,22,0,25,4988,88,12,213,233,11,0,1042,7,7,0
411,0,5081,6,0,2,0,0,14,210,16,0,0,0,0,0,19,1056,12,3,0,0,0,1332,65,0,49,3729,122,134,738,270,88,38,7248,0,0,0
416,0,354,0,19075,3771,1969,0,0,0,507,967,314,0,15,0,271,3656,1692,1033,0,2014,2079,79,235,552,1603,3082,536,5212,49,344,290,0,12,28,0,434
422,0,224,0,3246,0,531,0,0,0,26,378,0,0,264,0,13,273,291,79,23,2140,0,56,294,0,45,4674,30,215,16,87,5,654,0,502,0,251
424,0,1403,0,6177,303,584,0,16,0,156,102,39,0,158,0,0,968,452,445,0,739,605,233,103,194,108,2663,97,63,3,240,0,44,0,22,0,91
424,0,1200,0,4096,107,188,0,8,0,44,20,40,0,76,0,6,846,251,137,0,560,1703,157,31,333,56,2979,139,42,5,275,3,52,6,19,0,38
424,0,532,8,13450,0,4,0,0,0,19,77,0,0,0,155,0,758,0,47,201,0,0,1006,105,0,43,0,143,12,522,2264,0,0,315,4,0,1340
424,0,246,3,4665,1488,101,0,0,0,0,51,23,0,58,0,125,239,194,224,0,562,592,423,48,62,891,3452,57,228,0,67,8,0,9,3,0,108
424,0,258,0,5974,1861,216,0,0,0,15,54,33,0,99,0,42,136,176,319,0,195,203,134,85,13,601,1030,18,268,0,24,6,0,8,10,0,49
424,0,621,6,11127,0,0,0,0,0,10,180,0,31,8,234,0,2037,0,24,273,0,0,1386,350,0,28,0,190,52,748,616,0,32,313,92,0,561
425,6,420,16,23,0,0,0,145,0,610,0,0,104,138,1094,35,4119,4,421,1299,0,0,5913,340,0,14,8,475,32,1009,4819,967,161,1845,3,0,3
425,0,746,0,6434,589,375,0,6,0,31,115,81,0,384,0,80,1642,238,245,343,477,8534,221,168,26,293,3112,249,592,6,391,27,0,12,20,5,0
426,2,4945,0,0,0,969,0,27,0,66,299,0,8,11,0,351,1236,289,1600,40,889,0,368,35,407,21,5545,110,279,724,323,6,23,63,53,0,116
426,0,63,0,4,0,60,0,0,0,0,0,0,0,62,0,5,74,19,5,6,206,630,49,9,0,9,748,12,39,17,52,6,0,29,158,0,0
426,0,3839,0,8272,0,61,0,0,0,73,177,716,0,0,0,26,542,514,7,0,423,1386,95,9,18,577,2905,21,73,11,123,4,0,16,67,0,185
426,7,53,12,10467,0,0,0,170,0,113,3,146,0,0,0,0,1173,3908,64,155,79,680,188,86,4,0,42,228,779,10,410,632,67,69,0,0,4038
427,0,513,0,8520,430,69,0,0,0,11,201,0,0,43,11,0,397,267,237,333,1283,273,446,33,299,79,1507,51,281,8,145,19,0,70,7,0,0
427,0,2962,6,8218,14906,0,0,0,0,18,635,67,19,742,17,1638,1372,240,301,172,3087,2796,1234,584,0,8,3161,491,15,361,341,47,112,613,37,0,83
427,0,132,0,11544,0,0,0,0,0,424,0,58,11,99,0,0,963,898,46,114,0,2307,322,156,0,0,1664,64,5,36,593,25,95,661,128,0,1558
427,0,1991,10,4,0,0,0,0,0,62,23,7,0,22,0,662,253,200,7,20,385,0,726,88,11,9,8615,88,41,186,602,19,142,138,122,0,0
427,0,660,0,15036,0,0,0,0,10,452,0,13,7,133,6,0,608,1070,73,177,0,1572,312,496,0,0,425,39,6,5,306,36,117,325,56,0,2042
428,14,8141,0,40,0,0,0,98,0,3075,0,0,1155,561,1030,0,4901,0,0,550,0,0,8145,647,0,0,0,186,106,1787,5889,891,421,12139,2751,0,0
428,0,619,0,10464,0,0,0,0,0,20,16,0,5,0,56,0,383,439,29,38,956,0,100,48,0,0,0,70,9,68,150,28,0,0,71,0,740
428,0,374,0,8025,2232,457,0,0,0,23,72,9,0,389,0,36,107,829,251,14,1232,590,109,268,64,15,4777,380,709,6,42,7,586,6,13,3,0
428,3,131,0,14926,625,680,0,0,0,25,64,27,0,203,17,33,2387,118,346,63,231,25,408,120,368,61,31,160,86,9,53,15,0,17,40,0,826
428,0,436,0,4263,0,2319,0,0,0,14,110,495,8,0,0,182,683,142,90,1489,0,1588,220,179,49,74,5024,378,403,24,626,27,0,307,44,0,0
428,0,359,2,5441,0,1146,0,0,0,12,87,56,9,19,0,27,338,135,61,37,13,131,257,28,95,733,859,73,705,0,113,113,0,19,0,0,0
428,0,387,0,12502,2697,202,0,0,0,40,147,6,0,345,0,60,339,632,267,17,4060,760,224,285,35,14,4590,343,488,34,41,14,1290,8,22,0,0
428,0,97,0,6874,317,356,0,0,0,18,62,25,0,197,5,23,2463,99,358,177,203,35,372,85,304,58,31,131,96,14,75,24,0,11,53,0,253
429,0,405,0,7316,284,0,0,0,0,301,33,80,0,199,0,12,1254,194,147,35,2737,811,198,68,0,471,882,76,550,9,423,6,16,124,161,0,0
429,0,1133,0,5130,2278,0,0,0,0,194,218,0,0,0,0,0,359,326,342,39,1565,0,247,3,0,22,4868,16,4,395,66,7,0,0,192,0,0
429,0,3589,0,4,0,0,0,8,11,190,137,0,0,7,0,0,3338,145,111,0,1094,0,599,11,4,55,2538,2,1291,326,935,5,18,439,85,0,0
431,3,3335,48,28,0,0,0,0,5,61,1162,28,0,13,0,539,2546,470,185,183,711,2464,849,662,1821,198,0,325,72,137,520,868,23,0,81,0,0
431,0,3084,0,1459,0,508,0,0,0,0,121,0,0,12,0,14,803,189,99,218,132,304,327,12,67,481,2120,113,8,211,155,4,0,0,23,0,68
433,0,0,0,11649,0,0,0,0,10,34,518,0,0,177,19,0,2010,44,166,406,0,0,1901,89,48,35,0,231,63,1338,1607,11,16,276,21,19,488
435,0,3035,2,0,0,0,0,0,50,114,5,0,0,0,7,338,346,170,15,73,1053,0,448,51,182,6,5281,64,142,110,764,8,38,214,356,2,197
437,0,1171,0,2198,27,10,0,0,0,80,10,14,0,201,0,0,523,81,294,31,661,1527,133,23,0,192,4842,0,4,23,25,0,0,28,482,0,0
438,0,398,0,4491,722,969,0,6,0,80,362,13,0,155,0,31,397,217,106,163,264,2284,127,104,4,78,2287,261,1433,52,185,0,25,16,40,0,5
438,0,884,0,8357,1401,1470,0,5,0,143,614,8,0,295,0,165,708,765,555,113,451,2861,133,349,0,95,2424,175,1940,19,242,5,18,19,63,0,6
